File,SP,CS,Date
group,312,5,04/07/2016 0:00:00
group,683,6,04/07/2016 0:00:00
group,1024,14,04/07/2016 0:00:00
group,-39106,1,04/07/2016 0:00:00
group,-422,0,04/07/2016 0:00:00
group,113,5,04/07/2016 0:00:00
group,384,17,04/07/2016 0:00:00
group,79,2,04/07/2016 0:00:00
group,589,8,04/07/2016 0:00:00
group,-8,1,04/07/2016 0:00:00
group,188,5,04/07/2016 0:00:00
group,62,5,04/07/2016 0:00:00
group,428,20,04/07/2016 0:00:00
group,309,14,04/07/2016 0:00:00
group,-9604,0,04/07/2016 0:00:00
group,-166176,0,04/07/2016 0:00:00
group,394,5,04/07/2016 0:00:00
group,297,6,04/07/2016 0:00:00
group,19,1,04/07/2016 0:00:00
group,-1076,0,04/07/2016 0:00:00
group,1098,36,04/07/2016 0:00:00
group,238,1,04/07/2016 0:00:00
group,1648,63,04/07/2016 0:00:00
group,1458,10,04/07/2016 0:00:00
group,297,13,04/07/2016 0:00:00
group,8,15,04/07/2016 0:00:00
group,-411857,0,04/07/2016 0:00:00
group,-7732,2,04/07/2016 0:00:00
group,639,38,04/07/2016 0:00:00
group,-69,5,04/07/2016 0:00:00
group,90,3,04/07/2016 0:00:00
group,188,7,04/07/2016 0:00:00
group,3,10,04/07/2016 0:00:00
