File,SP,CS,Date
1c24A_1xgmA,162461,3,04/07/2016 0:00:00
1c3cA_1f1oA,894267,22,04/07/2016 0:00:00
1c3d_1qsjD,442934,0,04/07/2016 0:00:00
1c3oB_1qdlB,311025,13,04/07/2016 0:00:00
1c3wA_1brd,145277,1,04/07/2016 0:00:00
1c3wA_1jgjA,188528,1,04/07/2016 0:00:00
1c4rA_1qu0A,-295159,0,04/07/2016 0:00:00
1c4rA_1sacA,-213835,1,04/07/2016 0:00:00
1c4xA_1jfrA,-576433,0,04/07/2016 0:00:00
1c53_2dvh,75288,4,04/07/2016 0:00:00
1c8bA_1cfzA,-31844,6,04/07/2016 0:00:00
1c8oA_1hleA,554150,15,04/07/2016 0:00:00
1c8oA_1ovaA,700877,16,04/07/2016 0:00:00
1c8oA_1sek,717027,15,04/07/2016 0:00:00
1c8pA_1cto,-47619,1,04/07/2016 0:00:00
1c9kB_1cbuC,317363,2,04/07/2016 0:00:00
1c9kB_1d2nA,-49689,0,04/07/2016 0:00:00
1c9kB_1esc,-540764,0,04/07/2016 0:00:00
1c9kB_1g5rA,-21842,0,04/07/2016 0:00:00
1c9kB_2dhqA,109506,1,04/07/2016 0:00:00
1ca1_1ah7,-289312,0,04/07/2016 0:00:00
1caxB_1dgwA,-113132,0,04/07/2016 0:00:00
1cb8A_1eguA,-187610,0,04/07/2016 0:00:00
1cczA_1fltX,-495176,0,04/07/2016 0:00:00
1cczA_1hngB,-20646,1,04/07/2016 0:00:00
1cczA_1qfoA,-356672,1,04/07/2016 0:00:00
1cczA_1tlk,-1252607,0,04/07/2016 0:00:00
1cd31_1cd32,3659,103,04/07/2016 0:00:00
1cd8_1hxmD,-1676,0,04/07/2016 0:00:00
1cd8_1tvdA,108351,3,04/07/2016 0:00:00
1cd8_1wit,-94384,1,04/07/2016 0:00:00
1cdkA_1apmE,854982,40,04/07/2016 0:00:00
1cdkA_1csn,192429,17,04/07/2016 0:00:00
1cdkA_1hcl,367286,18,04/07/2016 0:00:00
1cdkA_1ia8A,409005,2,04/07/2016 0:00:00
1ceo_1cz1A,-880939,2,04/07/2016 0:00:00
1ceo_1edg,-742458,0,04/07/2016 0:00:00
1ceqA_1hyhA,891127,20,04/07/2016 0:00:00
1ceqA_2cmd,626193,20,04/07/2016 0:00:00
1ceqA_3ldh,902714,14,04/07/2016 0:00:00
1cewI_1eqkA,118481,0,04/07/2016 0:00:00
1cf7A_1cf7B,-109344,4,04/07/2016 0:00:00
1cf9A_1g2iA,9830,0,04/07/2016 0:00:00
1cg2A_1cx8B,-1300738,0,04/07/2016 0:00:00
1cg2A_1xjo,-264267,3,04/07/2016 0:00:00
1cg5B_1flp,145321,6,04/07/2016 0:00:00
1cg5B_1gcwC,118324,13,04/07/2016 0:00:00
1cg5B_1hlb,140709,14,04/07/2016 0:00:00
1cg5B_1ithA,124645,7,04/07/2016 0:00:00
1cg5B_2fal,88809,7,04/07/2016 0:00:00
1cg5B_2hbg,83678,8,04/07/2016 0:00:00
1cg5B_3sdhA,167612,7,04/07/2016 0:00:00
1chkA_1l92,18276,0,04/07/2016 0:00:00
1chmA_1ihoA,51385,1,04/07/2016 0:00:00
1cid_1kb5B,-134915,0,04/07/2016 0:00:00
1cid_1qa9A,-410503,0,04/07/2016 0:00:00
1cipA_1ctqA,134683,9,04/07/2016 0:00:00
1cipA_1hurA,124592,10,04/07/2016 0:00:00
1cjwA_1i21A,-92483,0,04/07/2016 0:00:00
1cjxA_1qipA,-79556,0,04/07/2016 0:00:00
1ckeA_1dekA,-87589,0,04/07/2016 0:00:00
1ckuA_1eytA,62519,7,04/07/2016 0:00:00
1ckv_1g10A,58900,2,04/07/2016 0:00:00
1cl2A_1qgnH,792148,18,04/07/2016 0:00:00
1clc_1tf4A,-402246,0,04/07/2016 0:00:00
1clqA_1nozB,-983704,9,04/07/2016 0:00:00
1cmbA_1mjoB,2705,80,04/07/2016 0:00:00
1cmoA_1hjbC,66521,34,04/07/2016 0:00:00
1cnt3_1bgc,-15842,0,04/07/2016 0:00:00
1cnt3_1cnt2,5997,2,04/07/2016 0:00:00
1cnt3_1lki,6281,4,04/07/2016 0:00:00
1cnv_1llo,1021417,42,04/07/2016 0:00:00
1cnzA_1iso,623384,28,04/07/2016 0:00:00
1cof_1cnuA,266654,0,04/07/2016 0:00:00
1cozA_1ihoA,86547,2,04/07/2016 0:00:00
1cozA_2ts1,158285,2,04/07/2016 0:00:00
1cp2A_1eg7A,435853,4,04/07/2016 0:00:00
1cp2A_2nipA,874815,46,04/07/2016 0:00:00
1cpcA_1allA,346700,9,04/07/2016 0:00:00
1cpcA_2hbg,50390,1,04/07/2016 0:00:00
1cpq_256bA,34573,1,04/07/2016 0:00:00
1cpt_1f4tA,277442,7,04/07/2016 0:00:00
1cqkA_1fc1B,125891,5,04/07/2016 0:00:00
1cqkA_1hxmD,-50246,3,04/07/2016 0:00:00
1cqkA_1iakA,10807,1,04/07/2016 0:00:00
1cqqA_1havA,-256,4,04/07/2016 0:00:00
1cqxA_1dlyA,-125577,0,04/07/2016 0:00:00
1cr1A_2reb,336142,5,04/07/2016 0:00:00
1cr5A_1e32A,-460400,0,04/07/2016 0:00:00
1cr5A_1qcsA,-23444,0,04/07/2016 0:00:00
1cr6B_1ehyA,-451306,4,04/07/2016 0:00:00
1cs6A_1fltX,-323597,2,04/07/2016 0:00:00
1cs6A_1tit,-187973,0,04/07/2016 0:00:00
1cs8A_1cv8,221124,5,04/07/2016 0:00:00
1cs8A_1qmyA,223610,3,04/07/2016 0:00:00
1csh_4ctsA,1016171,37,04/07/2016 0:00:00
1csn_1ckiA,464845,21,04/07/2016 0:00:00
1ct9A_1gdoA,-475060,10,04/07/2016 0:00:00
1ctj_1e29A,36896,4,04/07/2016 0:00:00
1ctj_2mtaC,-27457,4,04/07/2016 0:00:00
1ctn_1d2kA,299970,5,04/07/2016 0:00:00
1cto_1bpv,61455,1,04/07/2016 0:00:00
1ctqA_1am4D,140247,13,04/07/2016 0:00:00
1ctqA_1d4aA,-67184,0,04/07/2016 0:00:00
1ctqA_1d5cA,475371,20,04/07/2016 0:00:00
1cv8_1dkiA,112,1,04/07/2016 0:00:00
1cviA_1rpt,-8923,6,04/07/2016 0:00:00
1cvjB_2u1a,25745,0,04/07/2016 0:00:00
1cvl_1tca,-433915,2,04/07/2016 0:00:00
1cvsC_1ev2E,-53289,0,04/07/2016 0:00:00
1cvsC_1fltX,-744981,0,04/07/2016 0:00:00
1cvsC_1qfoA,-335730,1,04/07/2016 0:00:00
1cvsC_1wit,-1034984,0,04/07/2016 0:00:00
1cvsC_2ncm,-1096844,0,04/07/2016 0:00:00
1cwpA_1f15B,17192,7,04/07/2016 0:00:00
1cwvA_1qfhA,-611001,0,04/07/2016 0:00:00
1cwyA_1bag,69739,0,04/07/2016 0:00:00
1cx8B_1xjo,-1227574,0,04/07/2016 0:00:00
1cxlA_1cgu,702343,12,04/07/2016 0:00:00
1cxlA_7taa,-98852,8,04/07/2016 0:00:00
1cxqA_1b9dA,751,33,04/07/2016 0:00:00
1cxqA_1c0mC,3735,22,04/07/2016 0:00:00
1cy5A_3ygsP,44681,0,04/07/2016 0:00:00
1cydA_1e6wA,718487,17,04/07/2016 0:00:00
1cydA_1e7wA,670213,14,04/07/2016 0:00:00
1cydA_1enp,581364,6,04/07/2016 0:00:00
1cydA_1eny,626904,6,04/07/2016 0:00:00
1cydA_1fds,670190,10,04/07/2016 0:00:00
1cydA_1fjhB,679675,12,04/07/2016 0:00:00
1cydA_1gegG,669277,18,04/07/2016 0:00:00
1cydA_1h5qL,682797,14,04/07/2016 0:00:00
1cydA_1he2A,194863,2,04/07/2016 0:00:00
1cydA_1oaa,609652,9,04/07/2016 0:00:00
1cydA_1ybvA,575756,11,04/07/2016 0:00:00
1cydA_2ae2B,661855,16,04/07/2016 0:00:00
1cyo_1cxyA,238727,5,04/07/2016 0:00:00
1cyx_1plc,140418,0,04/07/2016 0:00:00
1cyx_2occB,85106,10,04/07/2016 0:00:00
1czfA_1rmg,106787,11,04/07/2016 0:00:00
1cztA_1eut,-1920317,0,04/07/2016 0:00:00
1cztA_1ulo,-168665,0,04/07/2016 0:00:00
1d0nA_2vil,-245010,0,04/07/2016 0:00:00
1d1dA_1qrjB,1510,14,04/07/2016 0:00:00
1d1gA_1vdrA,215297,4,04/07/2016 0:00:00
1d1gA_3dfr,107427,4,04/07/2016 0:00:00
1d1rA_2if1,18387,2,04/07/2016 0:00:00
1d2fA_1c7nF,794709,7,04/07/2016 0:00:00
1d2fA_1c7oH,938909,8,04/07/2016 0:00:00
1d2iA_1es8A,3467,93,04/07/2016 0:00:00
1d2kA_1ctn,299970,5,04/07/2016 0:00:00
1d2kA_1e9lA,493363,15,04/07/2016 0:00:00
1d2mA_1pjr,625614,2,04/07/2016 0:00:00
1d2nA_1g6oA,-219250,3,04/07/2016 0:00:00
1d2sA_1dykA,-1698912,0,04/07/2016 0:00:00
1d2sA_1sacA,-144713,0,04/07/2016 0:00:00
1d2tA_1eoiA,-115365,8,04/07/2016 0:00:00
1d2zA_1d2zB,-1177,2,04/07/2016 0:00:00
1d2zA_1fadA,-71098,0,04/07/2016 0:00:00
1d2zA_1ngr,-66339,2,04/07/2016 0:00:00
1d2zB_1fadA,-12899,2,04/07/2016 0:00:00
1d2zB_1ngr,-33829,2,04/07/2016 0:00:00
1d3bA_1d3bB,32592,1,04/07/2016 0:00:00
1d3bA_1i8fA,76645,1,04/07/2016 0:00:00
1d3bB_1i8fA,58714,0,04/07/2016 0:00:00
1d3gA_2dorA,204627,8,04/07/2016 0:00:00
1d4oA_1j8fA,-228752,1,04/07/2016 0:00:00
1d4tA_1csyA,241244,6,04/07/2016 0:00:00
1d4tA_1jwoA,247023,4,04/07/2016 0:00:00
1d4vA_1extA,-563774,0,04/07/2016 0:00:00
1d4vB_2tnfA,135543,2,04/07/2016 0:00:00
1d5rA_1fpzA,-652308,1,04/07/2016 0:00:00
1d5rA_1vhrA,-658400,0,04/07/2016 0:00:00
1d5yA_1bl0A,-205258,0,04/07/2016 0:00:00
1d6aB_1dm0A,162261,7,04/07/2016 0:00:00
1d6jA_1f48A,-1138773,3,04/07/2016 0:00:00
1d6jA_1nksA,-20291,1,04/07/2016 0:00:00
1d6jA_1nstA,-342835,1,04/07/2016 0:00:00
1d6jA_3tmkA,28851,4,04/07/2016 0:00:00
1d7yA_1nhp,8178,5,04/07/2016 0:00:00
1d8jA_1d8kA,7114,26,04/07/2016 0:00:00
1d9cA_1ekuB,10089,1,04/07/2016 0:00:00
1d9eA_1dvjA,-169971,0,04/07/2016 0:00:00
1d9eA_1fx6B,493045,12,04/07/2016 0:00:00
1d9eA_1qr7A,448913,11,04/07/2016 0:00:00
1daaA_1ekfA,352894,5,04/07/2016 0:00:00
1daaA_1et0A,550165,4,04/07/2016 0:00:00
1daaA_1i1mC,567916,7,04/07/2016 0:00:00
1dapA_1dssG,687190,1,04/07/2016 0:00:00
1dapA_1hyhA,200792,2,04/07/2016 0:00:00
1dar_1efcA,-191356,1,04/07/2016 0:00:00
1db1A_2lbd,20588,3,04/07/2016 0:00:00
1db1A_3erdA,37997,2,04/07/2016 0:00:00
1db3A_1bg6,-452238,2,04/07/2016 0:00:00
1db3A_1fds,207879,5,04/07/2016 0:00:00
1db3A_1he2A,253777,5,04/07/2016 0:00:00
1db3A_1qrrA,803667,13,04/07/2016 0:00:00
1dbtA_1dvjA,163446,2,04/07/2016 0:00:00
1dbwA_1tmy,384741,8,04/07/2016 0:00:00
1dbwA_3chy,389063,8,04/07/2016 0:00:00
1dceB_1ft1B,-267753,4,04/07/2016 0:00:00
1dcfA_1dbwA,260837,2,04/07/2016 0:00:00
1dcfA_3chy,338273,3,04/07/2016 0:00:00
1dciA_1ef8A,568554,10,04/07/2016 0:00:00
1dciA_2dubF,567078,15,04/07/2016 0:00:00
1dcs_1bk0,542602,10,04/07/2016 0:00:00
1ddbA_2bidA,7655,56,04/07/2016 0:00:00
1ddzA_1i6pA,-329108,3,04/07/2016 0:00:00
1debA_1fe6A,220,5,04/07/2016 0:00:00
1dekA_1gky,-107515,0,04/07/2016 0:00:00
1dekA_3tmkA,-239454,0,04/07/2016 0:00:00
1deoA_1wab,-313357,1,04/07/2016 0:00:00
1derA_1a6dA,1369215,21,04/07/2016 0:00:00
1dfuP_1feuA,70554,2,04/07/2016 0:00:00
1dg9A_1d2aB,300590,8,04/07/2016 0:00:00
1dg9A_1jfvA,221672,3,04/07/2016 0:00:00
1dgnA_3crd,12260,0,04/07/2016 0:00:00
1dhn_1b9lA,226735,6,04/07/2016 0:00:00
1dhpA_1nal3,740243,16,04/07/2016 0:00:00
1dhpA_2tpsA,68899,1,04/07/2016 0:00:00
1dhr_1ybvA,502820,7,04/07/2016 0:00:00
1dhx_1ruxA,1840441,29,04/07/2016 0:00:00
1di0A_1rvv1,497368,6,04/07/2016 0:00:00
1di1A_1ps1A,-234055,2,04/07/2016 0:00:00
1di6A_1ihcA,244050,6,04/07/2016 0:00:00
1din_1ei9A,-235256,1,04/07/2016 0:00:00
1djxB_1rlw,-550621,0,04/07/2016 0:00:00
1dk4A_1imbA,503726,10,04/07/2016 0:00:00
1dk4A_1inp,49099,7,04/07/2016 0:00:00
1dk5A_1aow,432097,0,04/07/2016 0:00:00
1dkiA_1cv8,-9185,0,04/07/2016 0:00:00
1dklA_1qfxA,-460426,5,04/07/2016 0:00:00
1dkuA_1qb7A,269197,0,04/07/2016 0:00:00
1dl2A_1hcuA,355858,2,04/07/2016 0:00:00
1dl5A_1dusA,-427468,3,04/07/2016 0:00:00
1dl5A_1fbnA,-146906,0,04/07/2016 0:00:00
1dl5A_1g6q2,-437089,1,04/07/2016 0:00:00
1dl5A_1vid,-463334,0,04/07/2016 0:00:00
1dl5A_1xvaA,-553726,2,04/07/2016 0:00:00
1dleA_1qq4A,-16403,5,04/07/2016 0:00:00
1dleA_1svpA,20565,3,04/07/2016 0:00:00
1dlyA_1dlwA,141275,0,04/07/2016 0:00:00
1dlyA_2gdm,21952,1,04/07/2016 0:00:00
1dlyA_2vhbA,49583,1,04/07/2016 0:00:00
1dmgA_1ffkC,273377,0,04/07/2016 0:00:00
1dmhA_3pchA,151674,2,04/07/2016 0:00:00
1dmhA_3pchM,228715,3,04/07/2016 0:00:00
1dn1A_1dcfA,-705724,0,04/07/2016 0:00:00
1do0A_1e32A,371176,8,04/07/2016 0:00:00
1do0A_1g8pA,352541,7,04/07/2016 0:00:00
1dokA_1tvxA,124449,2,04/07/2016 0:00:00
1dosA_1zen,1191153,56,04/07/2016 0:00:00
1dpe_1jevA,871664,7,04/07/2016 0:00:00
1dpsA_1qghA,117391,2,04/07/2016 0:00:00
1dptA_1ca7A,192736,0,04/07/2016 0:00:00
1dptA_1otgA,29237,0,04/07/2016 0:00:00
1dpuA_1hstA,29900,0,04/07/2016 0:00:00
1dpuA_1qbjA,-1061,0,04/07/2016 0:00:00
1dpuA_1smtA,19145,0,04/07/2016 0:00:00
1dqaA_1qaxA,647615,15,04/07/2016 0:00:00
1dqnA_1tc1A,244207,1,04/07/2016 0:00:00
1dqrA_1iatA,2066854,106,04/07/2016 0:00:00
1dqrA_2pgi,1184649,35,04/07/2016 0:00:00
1dquA_1pymA,184751,3,04/07/2016 0:00:00
1dqwA_1dvjA,187544,0,04/07/2016 0:00:00
1dqyA_1ei9A,-326319,0,04/07/2016 0:00:00
1dqyA_1ivyA,-149881,3,04/07/2016 0:00:00
1dr9A_1i85A,11957,3,04/07/2016 0:00:00
1drmA_1ew0A,-207712,0,04/07/2016 0:00:00
1drmA_3pyp,-33268,0,04/07/2016 0:00:00
1drw_1gcuA,-22618,1,04/07/2016 0:00:00
1drw_1id1A,10918,0,04/07/2016 0:00:00
1drw_1ofgA,-289285,1,04/07/2016 0:00:00
1dssG_1ceqA,348636,2,04/07/2016 0:00:00
1dssG_1he2A,229540,0,04/07/2016 0:00:00
1dt4A_1vih,79984,2,04/07/2016 0:00:00
1dt6A_1bu7A,634502,0,04/07/2016 0:00:00
1dtyA_2dkb,613528,11,04/07/2016 0:00:00
1dtyA_2gsaA,560779,13,04/07/2016 0:00:00
1dulA_1hq1A,153393,7,04/07/2016 0:00:00
1dun_1dupA,146503,5,04/07/2016 0:00:00
1dusA_1i4wA,-46030,2,04/07/2016 0:00:00
1dusA_2dpmA,-251761,4,04/07/2016 0:00:00
1dvjA_1fwrA,-74615,1,04/07/2016 0:00:00
1dvjA_1ho1A,-82459,0,04/07/2016 0:00:00
1dvjA_2tpsA,-134537,0,04/07/2016 0:00:00
1dvpA_1elkA,-35315,0,04/07/2016 0:00:00
1dwnA_1msc,677,12,04/07/2016 0:00:00
1dwnA_1qbeA,688,27,04/07/2016 0:00:00
1dxy_1gdhA,599663,11,04/07/2016 0:00:00
1dxy_1psdA,104898,0,04/07/2016 0:00:00
1dxy_2dldA,586556,10,04/07/2016 0:00:00
1dykA_1a3k,-1453714,0,04/07/2016 0:00:00
1dynA_1mai,-69999,1,04/07/2016 0:00:00
1dynA_1pls,34847,1,04/07/2016 0:00:00
1dyoA_1ulo,-116581,0,04/07/2016 0:00:00
1dz1A_1ap0,17521,0,04/07/2016 0:00:00
1dz3A_1iow,-84143,0,04/07/2016 0:00:00
1dz3A_3chy,382819,9,04/07/2016 0:00:00
1e0cA_1rhs,330956,0,04/07/2016 0:00:00
1e15A_1ctn,-222904,1,04/07/2016 0:00:00
1e15A_1e9lA,247425,15,04/07/2016 0:00:00
1e20A_1g5qA,307117,5,04/07/2016 0:00:00
1e2tA_1f13A,-623953,1,04/07/2016 0:00:00
1e2xA_1qbjA,-104582,0,04/07/2016 0:00:00
1e32A_1e69B,-86199,1,04/07/2016 0:00:00
1e3jA_1pedA,947889,14,04/07/2016 0:00:00
1e3jA_1qr6A,179974,1,04/07/2016 0:00:00
1e4fT_1g99A,179253,0,04/07/2016 0:00:00
1e54A_2omf,-53269,9,04/07/2016 0:00:00
1e54A_3prn,21225,2,04/07/2016 0:00:00
1e5dA_5nul,-259625,0,04/07/2016 0:00:00
1e69B_1f2tA,-76740,5,04/07/2016 0:00:00
1e69B_1f2tB,113557,8,04/07/2016 0:00:00
1e69B_1gajA,364843,10,04/07/2016 0:00:00
1e69B_1qhlA,96222,5,04/07/2016 0:00:00
1e6bA_1aw9,250707,4,04/07/2016 0:00:00
1e6bA_1eemA,79199,6,04/07/2016 0:00:00
1e6bA_1gnwA,300910,6,04/07/2016 0:00:00
1e6wA_1e7wA,671429,15,04/07/2016 0:00:00
1e6wA_1enp,569736,4,04/07/2016 0:00:00
1e6wA_1fds,682454,13,04/07/2016 0:00:00
1e6wA_1fjhB,697768,15,04/07/2016 0:00:00
1e6wA_1oaa,639297,11,04/07/2016 0:00:00
1e6wA_1ybvA,596022,11,04/07/2016 0:00:00
1e70M_1qvbA,1097196,25,04/07/2016 0:00:00
1e70M_1tr1B,891589,7,04/07/2016 0:00:00
1e7wA_1ybvA,510069,11,04/07/2016 0:00:00
1e8xA_1e8zA,-447527,0,04/07/2016 0:00:00
1ea1A_1bu7A,884706,9,04/07/2016 0:00:00
1eaf_1c4tA,743840,16,04/07/2016 0:00:00
1eaf_3cla,533063,2,04/07/2016 0:00:00
1eagA_1smrA,867130,20,04/07/2016 0:00:00
1eagA_2er7E,817589,15,04/07/2016 0:00:00
1eagA_2rmpA,882775,18,04/07/2016 0:00:00
1eagA_3pep,909574,22,04/07/2016 0:00:00
1eaiC_1ate,16209,6,04/07/2016 0:00:00
1ebmA_1mun,-576683,1,04/07/2016 0:00:00
1ebuA_1gcuA,-114103,1,04/07/2016 0:00:00
1ecfB_1gdoA,397469,21,04/07/2016 0:00:00
1ecpA_1a2zA,188248,1,04/07/2016 0:00:00
1ecpA_1k3fA,623547,8,04/07/2016 0:00:00
1ecxA_1elqA,752790,13,04/07/2016 0:00:00
1ecxA_2gsaA,528293,8,04/07/2016 0:00:00
1eduA_1dvpA,-238934,0,04/07/2016 0:00:00
1eduA_1hg5A,-780486,0,04/07/2016 0:00:00
1eemA_1gnwA,125332,6,04/07/2016 0:00:00
1eemA_1hqoA,-22708,5,04/07/2016 0:00:00
1eerA_1f6fA,88117,1,04/07/2016 0:00:00
1eerB_1iarB,49328,1,04/07/2016 0:00:00
1ef1A_1a5r,-895,0,04/07/2016 0:00:00
1ef1A_1gg3C,243246,4,04/07/2016 0:00:00
1efdN_1qguA,-136979,0,04/07/2016 0:00:00
1efuB_1tfe,306417,1,04/07/2016 0:00:00
1efvA_1efpA,738863,28,04/07/2016 0:00:00
1efvA_1mjhA,79350,2,04/07/2016 0:00:00
1eg7A_1hyqA,263026,3,04/07/2016 0:00:00
1ehaA_1uok,-47847,1,04/07/2016 0:00:00
1ehyA_1qo7A,-36802,3,04/07/2016 0:00:00
1ehyA_2bce,-145375,1,04/07/2016 0:00:00
1ei5A_3pte,-1018252,1,04/07/2016 0:00:00
1ei9A_1cr6B,-786705,0,04/07/2016 0:00:00
1ei9A_1cvl,-275507,1,04/07/2016 0:00:00
1eia_1d1dA,1858,17,04/07/2016 0:00:00
1eiwA_1egaA,191822,0,04/07/2016 0:00:00
1ej0A_1dhr,78038,0,04/07/2016 0:00:00
1ej0A_1fbnA,95574,2,04/07/2016 0:00:00
1ejeA_1axj,-39090,0,04/07/2016 0:00:00
1ejeA_1i0rA,-31901,1,04/07/2016 0:00:00
1ejhA_1ap8,317319,7,04/07/2016 0:00:00
1ekeA_2rn2,-825,0,04/07/2016 0:00:00
1ekfA_1et0A,386561,7,04/07/2016 0:00:00
1ekrA_1mla,95048,1,04/07/2016 0:00:00
1elqA_2dkb,271621,4,04/07/2016 0:00:00
1ema_1ggxA,583880,9,04/07/2016 0:00:00
1emsA_1erzA,-2309,7,04/07/2016 0:00:00
1enp_1ej0A,-87359,0,04/07/2016 0:00:00
1enp_1eny,421563,6,04/07/2016 0:00:00
1enp_1qsgA,430678,6,04/07/2016 0:00:00
1enp_1ybvA,407985,6,04/07/2016 0:00:00
1eny_1ybvA,504564,7,04/07/2016 0:00:00
1eokA_1d2kA,276849,3,04/07/2016 0:00:00
1ep2B_1fnc,-6853,2,04/07/2016 0:00:00
1epaA_1bj7,120691,1,04/07/2016 0:00:00
1epaA_1mup,104057,2,04/07/2016 0:00:00
1epaA_1np1A,-263901,0,04/07/2016 0:00:00
1eq2A_1xel,605643,13,04/07/2016 0:00:00
1eq3A_1pinA,-147671,3,04/07/2016 0:00:00
1eqkA_1cewI,43548,0,04/07/2016 0:00:00
1eqkA_1molA,64906,1,04/07/2016 0:00:00
1erv_1thx,233333,5,04/07/2016 0:00:00
1erzA_1f89A,313881,8,04/07/2016 0:00:00
1esc_1eny,-510167,0,04/07/2016 0:00:00
1esl_1h8uA,-209691,0,04/07/2016 0:00:00
1esl_1qddA,-306480,0,04/07/2016 0:00:00
1esl_1qo3C,-85641,0,04/07/2016 0:00:00
1esl_1rtm1,-187795,0,04/07/2016 0:00:00
1etb1_1gkeC,238395,6,04/07/2016 0:00:00
1eteA_1hmcB,2431,3,04/07/2016 0:00:00
1etpA_1fcdC,-269189,0,04/07/2016 0:00:00
1eu8A_4mbp,94789,0,04/07/2016 0:00:00
1euhA_1eyyA,1492263,28,04/07/2016 0:00:00
1eumA_1qghA,102659,1,04/07/2016 0:00:00
1eumA_2fha,476567,2,04/07/2016 0:00:00
1eut_2sli,-3172041,0,04/07/2016 0:00:00
1eut_3sil,-1864583,1,04/07/2016 0:00:00
1evhA_1i7aC,41553,0,04/07/2016 0:00:00
1evhA_1qc6A,90871,1,04/07/2016 0:00:00
1evsA_1lki,83,0,04/07/2016 0:00:00
1ew4A_1dlxA,178015,2,04/07/2016 0:00:00
1ewaA_1flp,138913,3,04/07/2016 0:00:00
1ewaA_1ithA,117209,5,04/07/2016 0:00:00
1ewaA_2fal,86751,4,04/07/2016 0:00:00
1ewxA_1gp1A,-103150,0,04/07/2016 0:00:00
1ewxA_1jfuA,-17815,2,04/07/2016 0:00:00
1ex1A_3chy,-599941,1,04/07/2016 0:00:00
1exg_1xbd,208710,4,04/07/2016 0:00:00
1extA_1d4vA,-566761,0,04/07/2016 0:00:00
1exzA_1hmcB,4080,5,04/07/2016 0:00:00
1eyrA_1fwyA,182075,0,04/07/2016 0:00:00
1eyrA_1ga8A,-300789,0,04/07/2016 0:00:00
1eyrA_1h7eA,512038,2,04/07/2016 0:00:00
1eyyA_1ad3A,1274017,23,04/07/2016 0:00:00
1ezvB_1be3B,766603,4,04/07/2016 0:00:00
1f13A_1g0dA,934066,5,04/07/2016 0:00:00
1f2dA_1oasA,503666,6,04/07/2016 0:00:00
1f2nA_1smvA,36051,4,04/07/2016 0:00:00
1f2nA_2tbvA,-532495,2,04/07/2016 0:00:00
1f37A_1b9yC,-243228,1,04/07/2016 0:00:00
1f3yA_1g0sA,68347,5,04/07/2016 0:00:00
1f4tA_1egyA,234445,9,04/07/2016 0:00:00
1f4tA_1phd,346187,6,04/07/2016 0:00:00
1f4tA_1rom,361654,6,04/07/2016 0:00:00
1f53A_1g6eA,267,12,04/07/2016 0:00:00
1f5qB_1guxB,-49663,0,04/07/2016 0:00:00
1f5wA_1neu,58271,1,04/07/2016 0:00:00
1f5xA_1foeA,-280184,3,04/07/2016 0:00:00
1f7cA_1pbwA,-232234,1,04/07/2016 0:00:00
1f7cA_1tx4A,54126,3,04/07/2016 0:00:00
1f94A_1cds,9654,13,04/07/2016 0:00:00
1f94A_3ebx,50039,10,04/07/2016 0:00:00
1f97A_1qfoA,-189332,3,04/07/2016 0:00:00
1f9aA_1hybA,150518,3,04/07/2016 0:00:00
1faoA_1dynA,-59673,1,04/07/2016 0:00:00
1faoA_1ef1A,-289474,0,04/07/2016 0:00:00
1faoA_1fhoA,-170615,1,04/07/2016 0:00:00
1faoA_1fhxA,-107100,1,04/07/2016 0:00:00
1faoA_1mai,-121240,1,04/07/2016 0:00:00
1faoA_1rrpB,-179393,0,04/07/2016 0:00:00
1fc6A_1pdr,-78928,2,04/07/2016 0:00:00
1fcdC_1e29A,-107585,3,04/07/2016 0:00:00
1fchA_1hxiA,-555752,0,04/07/2016 0:00:00
1fdo_1dmr,771658,10,04/07/2016 0:00:00
1fdr_1a8p,201551,7,04/07/2016 0:00:00
1fdr_1fnc,-89388,5,04/07/2016 0:00:00
1fdr_1qfjA,120304,5,04/07/2016 0:00:00
1fds_1he2A,80273,2,04/07/2016 0:00:00
1fepA_1by5A,-109793,12,04/07/2016 0:00:00
1ff9A_1gcuA,-386707,1,04/07/2016 0:00:00
1ff9A_1id1A,-283653,0,04/07/2016 0:00:00
1ff9A_2scuA,-106607,1,04/07/2016 0:00:00
1ffkE_1e7kB,205415,0,04/07/2016 0:00:00
1fftC_1ocrC,19628,36,04/07/2016 0:00:00
1fggA_1fgxA,-483275,0,04/07/2016 0:00:00
1fggA_1fr9A,-367003,0,04/07/2016 0:00:00
1fggA_1ga8A,-526674,0,04/07/2016 0:00:00
1fgkA_1csn,125161,13,04/07/2016 0:00:00
1fgkA_1fgiB,113069,45,04/07/2016 0:00:00
1fgkA_1ia8A,170846,19,04/07/2016 0:00:00
1fgxA_1foaA,-202213,0,04/07/2016 0:00:00
1fgxA_1g8oA,-74760,0,04/07/2016 0:00:00
1fgxA_1ga8A,-405948,2,04/07/2016 0:00:00
1fh6A_1fh6G,238926,0,04/07/2016 0:00:00
1fhoA_1pls,-55114,1,04/07/2016 0:00:00
1fhoA_1qqgA,-559173,1,04/07/2016 0:00:00
1fhuA_1mucA,106204,1,04/07/2016 0:00:00
1fi2A_1caxB,-83040,1,04/07/2016 0:00:00
1fi2A_1dzrA,140938,2,04/07/2016 0:00:00
1fit_1kpf,208786,7,04/07/2016 0:00:00
